graduacao,universidade,profissao,organizacao,pretende_fazer_cursos_lit,interesse_mba_lit,importante_ter_certificado,horas_semanais_estudo,como_conheceu_lit,modulos_iniciados,modulos_finalizados,certificados,categoria
Bacharelado,UFSCar,Assessor,Outros,1.0,1.0,1.0,2.0,Google,29.0,26.0,0.0,perfil2
MBA,FATEC,Sócio/Dono/Proprietário,Outros,0.0,0.0,1.0,7.0,Instagram,3.0,1.0,0.0,perfil6
SEM FORMAÇÃO,UNIP,Supervisor,Oleo e Gas,1.0,1.0,1.0,7.0,Outros,21.0,14.0,0.0,perfil4
MBA,UNIVERSIDADE CRUZEIRO DO SUL,Supervisor,Montadora,1.0,1.0,1.0,3.0,Mídia (revista/jornal/web),4.0,1.0,0.0,perfil6
SEM FORMAÇÃO,USP,Outros,Borracha,0.0,0.0,1.0,2.0,Linkedin,44.0,26.0,0.0,perfil2
SEM FORMAÇÃO,UEPB,Sócio/Dono/Proprietário,Siderurgica,1.0,1.0,1.0,8.0,Outros,8.0,6.0,0.0,perfil5
Tecnólogo,UFF,Diretor,Eletroeletronicos,0.0,0.0,1.0,7.0,Facebook,27.0,27.0,1.0,perfil2
Tecnólogo,UNIVERSIDADE NOVE DE JULHO,Analista,Eletroeletronicos,1.0,1.0,1.0,2.0,Minha empresa - benefício LITpass,39.0,37.0,0.0,perfil5
Tecnólogo,USP,Outros,Eletroeletronicos,1.0,1.0,1.0,5.0,Saint Paul,31.0,30.0,0.0,perfil2
MBA,UFF,Diretor,e-commerce,1.0,1.0,1.0,3.0,YouTube,13.0,10.0,0.0,perfil4
Licenciatura,Outros,Assessor,e-commerce,1.0,1.0,1.0,9.0,YouTube,4.0,2.0,0.0,perfil6
Licenciatura,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,SEM EXPERIÊNCIA,Oleo e Gas,0.0,0.0,1.0,6.0,Minha empresa - benefício LITpass,3.0,2.0,0.0,perfil6
Licenciatura,UNICAMP,Outros,Borracha,0.0,0.0,1.0,2.0,Instagram,25.0,14.0,0.0,perfil4
Tecnólogo,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Engenheiro,Eletrodomesticos,0.0,0.0,1.0,6.0,Linkedin,77.0,59.0,0.0,perfil2
Especialização,UFRN,Outros,Laminados,0.0,0.0,1.0,10.0,Facebook,39.0,38.0,0.0,perfil5
Licenciatura,FGV-RJ,Advogado,Eletroeletronicos,1.0,1.0,1.0,10.0,Facebook,22.0,13.0,0.0,perfil4
Tecnólogo,Outros,Gerente,Montadora,1.0,1.0,1.0,7.0,Mídia (revista/jornal/web),2.0,1.0,0.0,perfil6
MBA,Unesp,Advogado,Montadora,1.0,1.0,1.0,8.0,Outros,76.0,60.0,0.0,perfil2
SEM FORMAÇÃO,UEPB,SEM EXPERIÊNCIA,Entretenimento,1.0,1.0,1.0,3.0,Saint Paul,52.0,47.0,0.0,perfil2
MBA,UNIVERSIDADE NOVE DE JULHO,Diretor,servicos,1.0,1.0,1.0,3.0,Facebook,16.0,9.0,0.0,perfil4
MBA,Escola Paulista de Direito,Diretor,Montadora,0.0,0.0,1.0,8.0,Outros,8.0,6.0,0.0,perfil5
Outros,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,Laminados,0.0,0.0,1.0,10.0,Linkedin,27.0,23.0,0.0,perfil2
Licenciatura,Unesp,Outros,Outros,1.0,1.0,1.0,10.0,Saint Paul,84.0,75.0,0.0,perfil2
Licenciatura,FGV-RJ,Outros,e-commerce,0.0,0.0,1.0,5.0,Google,37.0,33.0,0.0,perfil2
Outros,FACULDADE ANHANGUERA,Outros,Siderurgica,1.0,1.0,1.0,3.0,Outros,4.0,1.0,0.0,perfil1
Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,SEM EXPERIÊNCIA,Oleo e Gas,0.0,0.0,1.0,2.0,Mídia (revista/jornal/web),3.0,2.0,0.0,perfil6
Bacharelado,Unesp,Diretor,Oleo e Gas,0.0,0.0,1.0,2.0,Linkedin,3.0,1.0,0.0,perfil6
Especialização,UFF,Engenheiro,Laminados,0.0,0.0,1.0,2.0,Google,35.0,35.0,0.0,perfil2
Tecnólogo,UFF,SEM EXPERIÊNCIA,e-commerce,1.0,1.0,1.0,7.0,Linkedin,3.0,2.0,0.0,perfil6
Tecnólogo,UNIVERSIDADE CRUZEIRO DO SUL,Coordenador,Outros,1.0,1.0,1.0,7.0,Saint Paul,16.0,13.0,0.0,perfil4
SEM FORMAÇÃO,Universidade Metodista de Sao Paulo,Diretor,Laminados,1.0,1.0,1.0,2.0,Google,71.0,60.0,0.0,perfil2
Tecnólogo,UFF,Outros,Outros,1.0,1.0,1.0,7.0,Instagram,35.0,34.0,1.0,perfil1
SEM FORMAÇÃO,UFRJ,Advogado,e-commerce,0.0,0.0,1.0,5.0,Google,14.0,12.0,0.0,perfil4
Licenciatura,Escola Paulista de Direito,Outros,Borracha,1.0,1.0,1.0,4.0,Instagram,8.0,6.0,0.0,perfil2
MBA,UNICAMP,Analista,Siderurgica,0.0,0.0,1.0,7.0,Outros,32.0,17.0,0.0,perfil3
Bacharelado,UNIP,Diretor,Siderurgica,1.0,1.0,1.0,3.0,Mídia (revista/jornal/web),140.0,132.0,1.0,perfil1
SEM FORMAÇÃO,Escola Paulista de Direito,Supervisor,Borracha,0.0,0.0,1.0,4.0,Mídia (revista/jornal/web),19.0,19.0,1.0,perfil1
Outros,Unesp,Analista Senior,Eletroeletronicos,1.0,1.0,1.0,6.0,Linkedin,5.0,3.0,0.0,perfil4
Especialização,UFF,Outros,Eletroeletronicos,0.0,0.0,1.0,9.0,Outros,12.0,9.0,0.0,perfil6
Outros,Outros,Advogado,Siderurgica,1.0,1.0,1.0,10.0,Google,4.0,2.0,0.0,perfil2
Licenciatura,Outros,Analista,Estado,1.0,1.0,1.0,8.0,YouTube,5.0,3.0,0.0,perfil6
SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Gerente,Eletrodomesticos,0.0,0.0,1.0,5.0,Minha empresa - benefício LITpass,33.0,28.0,0.0,perfil2
Tecnólogo,Outros,Sócio/Dono/Proprietário,Laminados,1.0,1.0,1.0,3.0,Mídia (revista/jornal/web),5.0,2.0,0.0,perfil6
MBA,UEPB,Sócio/Dono/Proprietário,Eletroeletronicos,0.0,0.0,1.0,8.0,Minha empresa - benefício LITpass,67.0,54.0,0.0,perfil2
Especialização,UFSCar,Gerente,Eletroeletronicos,0.0,0.0,1.0,4.0,Outros,96.0,94.0,2.0,perfil1
Especialização,UNIVERSIDADE CRUZEIRO DO SUL,Assessor,e-commerce,1.0,1.0,1.0,3.0,Outros,7.0,6.0,0.0,perfil6
MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Assessor,Estado,0.0,0.0,1.0,5.0,Minha empresa - benefício LITpass,218.0,213.0,7.0,perfil3
Outros,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Analista Senior,Siderurgica,1.0,1.0,1.0,7.0,Outros,4.0,3.0,0.0,perfil6
Outros,Universidade Metodista de Sao Paulo,Analista Senior,Entretenimento,0.0,0.0,1.0,2.0,YouTube,4.0,2.0,0.0,perfil6
Bacharelado,FACULDADE ANHANGUERA,Outros,servicos,0.0,0.0,1.0,5.0,YouTube,4.0,1.0,0.0,perfil1
MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Assessor,Siderurgica,1.0,1.0,1.0,9.0,Saint Paul,2.0,1.0,0.0,perfil6
MBA,Escola Paulista de Direito,Supervisor,Oleo e Gas,0.0,0.0,1.0,8.0,Outros,31.0,31.0,0.0,perfil2
Bacharelado,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Outros,Eletroeletronicos,1.0,1.0,1.0,6.0,YouTube,37.0,22.0,1.0,perfil1
SEM FORMAÇÃO,Outros,Gerente,Borracha,0.0,0.0,1.0,4.0,Saint Paul,29.0,29.0,0.0,perfil2
Outros,UFSCar,SEM EXPERIÊNCIA,Estado,1.0,1.0,1.0,6.0,Minha empresa - benefício LITpass,59.0,40.0,0.0,perfil2
Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Diretor,Oleo e Gas,1.0,1.0,1.0,6.0,Outros,6.0,3.0,0.0,perfil6
Tecnólogo,USP,Engenheiro,Eletrodomesticos,0.0,0.0,1.0,5.0,Saint Paul,34.0,24.0,0.0,perfil2
MBA,UFRJ,Analista,Eletrodomesticos,0.0,0.0,1.0,7.0,Linkedin,39.0,22.0,0.0,perfil2
Tecnólogo,Outros,Analista Senior,Montadora,1.0,1.0,1.0,2.0,Linkedin,6.0,2.0,0.0,perfil6
Tecnólogo,FACULDADE ANHANGUERA,Coordenador,servicos,0.0,0.0,1.0,4.0,Mídia (revista/jornal/web),8.0,6.0,0.0,perfil5
Licenciatura,FATEC,Outros,Outros,1.0,1.0,1.0,10.0,Facebook,22.0,18.0,0.0,perfil6
Licenciatura,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,SEM EXPERIÊNCIA,Eletrodomesticos,0.0,0.0,1.0,3.0,Linkedin,10.0,7.0,0.0,perfil6
Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista,Entretenimento,0.0,0.0,1.0,5.0,YouTube,3.0,1.0,0.0,perfil6
Bacharelado,UFPE,Diretor,e-commerce,0.0,0.0,1.0,8.0,Outros,37.0,27.0,0.0,perfil2
SEM FORMAÇÃO,Universidade Metodista de Sao Paulo,Outros,Laminados,0.0,0.0,1.0,5.0,Saint Paul,116.0,116.0,3.0,perfil6
Bacharelado,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Supervisor,Montadora,0.0,0.0,1.0,3.0,Outros,112.0,107.0,3.0,perfil1
Especialização,UNICAMP,Coordenador,Estado,0.0,0.0,1.0,9.0,Outros,7.0,6.0,0.0,perfil5
Especialização,UFPE,Outros,Entretenimento,0.0,0.0,1.0,4.0,Linkedin,99.0,99.0,2.0,perfil1
Especialização,Outros,Coordenador,Outros,1.0,1.0,1.0,8.0,YouTube,21.0,15.0,0.0,perfil3
SEM FORMAÇÃO,FACULDADE ANHANGUERA,Assessor,Eletrodomesticos,0.0,0.0,1.0,9.0,Linkedin,86.0,82.0,2.0,perfil2
Outros,FGV-RJ,Diretor,Eletroeletronicos,1.0,1.0,1.0,7.0,Saint Paul,2.0,1.0,0.0,perfil6
MBA,UFSCar,Diretor,Oleo e Gas,0.0,0.0,1.0,2.0,Outros,23.0,8.0,0.0,perfil5
Licenciatura,Outros,SEM EXPERIÊNCIA,Siderurgica,0.0,0.0,1.0,5.0,Google,88.0,52.0,0.0,perfil2
Especialização,Outros,Outros,Outros,0.0,0.0,1.0,2.0,Instagram,2.0,2.0,0.0,perfil6
Especialização,UFF,Gerente,Montadora,0.0,0.0,1.0,8.0,Outros,12.0,6.0,0.0,perfil5
Licenciatura,UNIVERSIDADE NOVE DE JULHO,Outros,Laminados,1.0,1.0,1.0,5.0,Outros,19.0,9.0,3.0,perfil1
Bacharelado,Unesp,Analista,Siderurgica,0.0,0.0,1.0,3.0,Minha empresa - benefício LITpass,34.0,33.0,0.0,perfil2
Especialização,UNICAMP,Sócio/Dono/Proprietário,Entretenimento,1.0,1.0,1.0,4.0,Saint Paul,11.0,7.0,0.0,perfil5
Especialização,Outros,Engenheiro,e-commerce,0.0,0.0,1.0,8.0,Outros,8.0,7.0,0.0,perfil5
Tecnólogo,UEPB,Diretor,Oleo e Gas,1.0,1.0,1.0,7.0,Mídia (revista/jornal/web),29.0,29.0,0.0,perfil2
Bacharelado,Universidade Metodista de Sao Paulo,Gerente,Outros,1.0,1.0,1.0,7.0,Outros,11.0,8.0,0.0,perfil5
SEM FORMAÇÃO,FATEC,Gerente,Estado,0.0,0.0,1.0,8.0,YouTube,5.0,3.0,0.0,perfil6
Bacharelado,UNIVERSIDADE NOVE DE JULHO,Analista Senior,e-commerce,0.0,0.0,1.0,6.0,Instagram,137.0,137.0,0.0,perfil2
MBA,FATEC,Advogado,Entretenimento,0.0,0.0,1.0,5.0,Outros,17.0,15.0,0.0,perfil3
Especialização,UFSCar,Analista,Estado,0.0,0.0,1.0,8.0,Outros,8.0,6.0,0.0,perfil5
Tecnólogo,Unesp,Outros,Outros,0.0,0.0,1.0,6.0,Minha empresa - benefício LITpass,30.0,24.0,0.0,perfil2
Tecnólogo,UFPE,Analista Senior,Outros,0.0,0.0,1.0,5.0,Minha empresa - benefício LITpass,4.0,2.0,0.0,perfil6
Outros,UEPB,Outros,Borracha,0.0,0.0,1.0,9.0,Saint Paul,43.0,22.0,0.0,perfil2
Bacharelado,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,Outros,0.0,0.0,1.0,7.0,Facebook,21.0,21.0,1.0,perfil1
MBA,FATEC,Analista,e-commerce,0.0,0.0,1.0,2.0,Instagram,8.0,7.0,0.0,perfil2
MBA,USP,Coordenador,Estado,0.0,0.0,1.0,8.0,Outros,16.0,9.0,0.0,perfil4
Outros,UNIVERSIDADE PRESBITERIANA MACKENZIE,Supervisor,Eletroeletronicos,1.0,1.0,1.0,2.0,Saint Paul,18.0,15.0,0.0,perfil3
SEM FORMAÇÃO,Unesp,Coordenador,Eletroeletronicos,0.0,0.0,1.0,8.0,Saint Paul,28.0,28.0,1.0,perfil1
Bacharelado,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,Estado,1.0,1.0,1.0,3.0,YouTube,29.0,29.0,0.0,perfil2
Licenciatura,UFRJ,Coordenador,Outros,1.0,1.0,1.0,9.0,Mídia (revista/jornal/web),20.0,12.0,0.0,perfil4
MBA,Universidade Metodista de Sao Paulo,Outros,Montadora,1.0,1.0,1.0,4.0,Outros,4.0,2.0,0.0,perfil6
Tecnólogo,UFF,Advogado,e-commerce,0.0,0.0,1.0,4.0,Minha empresa - benefício LITpass,66.0,65.0,1.0,perfil1
Outros,UFRJ,Sócio/Dono/Proprietário,Borracha,1.0,1.0,1.0,10.0,Outros,115.0,96.0,0.0,perfil2
Licenciatura,Unesp,Analista Senior,Oleo e Gas,0.0,0.0,1.0,2.0,Linkedin,66.0,60.0,2.0,perfil1
Outros,FATEC,Assessor,Outros,0.0,0.0,1.0,3.0,Facebook,7.0,6.0,0.0,perfil5
Bacharelado,Outros,Outros,Laminados,1.0,1.0,1.0,7.0,Instagram,9.0,8.0,0.0,perfil5
MBA,Outros,SEM EXPERIÊNCIA,Outros,0.0,0.0,1.0,6.0,YouTube,4.0,1.0,0.0,perfil2
Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Coordenador,Borracha,0.0,0.0,1.0,6.0,Facebook,3.0,1.0,0.0,perfil6
Tecnólogo,Escola Paulista de Direito,Outros,Siderurgica,0.0,0.0,1.0,9.0,Facebook,27.0,27.0,0.0,perfil2
Licenciatura,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,Borracha,0.0,0.0,1.0,5.0,Outros,6.0,3.0,0.0,perfil1
Tecnólogo,Outros,Analista Senior,Eletroeletronicos,1.0,1.0,1.0,8.0,YouTube,18.0,15.0,0.0,perfil3
SEM FORMAÇÃO,UFF,Outros,e-commerce,1.0,1.0,1.0,3.0,Linkedin,3.0,1.0,0.0,perfil6
Especialização,UFPE,SEM EXPERIÊNCIA,Eletrodomesticos,1.0,1.0,1.0,2.0,Minha empresa - benefício LITpass,171.0,170.0,4.0,perfil5
Licenciatura,UNIP,Sócio/Dono/Proprietário,Entretenimento,1.0,1.0,1.0,2.0,Mídia (revista/jornal/web),29.0,8.0,0.0,perfil5
SEM FORMAÇÃO,Unesp,Assessor,Outros,1.0,1.0,1.0,6.0,Google,29.0,29.0,0.0,perfil2
Licenciatura,FGV-RJ,Diretor,Montadora,0.0,0.0,1.0,9.0,Outros,3.0,2.0,0.0,perfil6
Bacharelado,UNIVERSIDADE CRUZEIRO DO SUL,SEM EXPERIÊNCIA,Oleo e Gas,0.0,0.0,1.0,9.0,Instagram,2.0,2.0,0.0,perfil6
SEM FORMAÇÃO,UNIVERSIDADE NOVE DE JULHO,Engenheiro,Eletroeletronicos,0.0,0.0,1.0,5.0,Instagram,18.0,18.0,1.0,perfil1
Especialização,UEPB,Outros,Borracha,0.0,0.0,1.0,5.0,Outros,4.0,2.0,0.0,perfil6
SEM FORMAÇÃO,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Advogado,Montadora,1.0,1.0,1.0,4.0,Facebook,45.0,45.0,2.0,perfil1
Especialização,UFRN,Analista Senior,Outros,1.0,1.0,1.0,10.0,Outros,30.0,29.0,0.0,perfil2
SEM FORMAÇÃO,UFPE,Outros,Laminados,1.0,1.0,1.0,9.0,Outros,20.0,9.0,0.0,perfil4
Tecnólogo,UFRJ,Analista,servicos,0.0,0.0,1.0,5.0,Outros,44.0,41.0,1.0,perfil1
Outros,FGV-RJ,Advogado,Borracha,1.0,1.0,1.0,10.0,Mídia (revista/jornal/web),2.0,1.0,0.0,perfil6
MBA,UNIVERSIDADE NOVE DE JULHO,Assessor,e-commerce,0.0,0.0,1.0,5.0,Saint Paul,5.0,3.0,0.0,perfil6
Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista Senior,e-commerce,0.0,0.0,1.0,10.0,Instagram,53.0,22.0,0.0,perfil2
Licenciatura,UNIP,Outros,Estado,1.0,1.0,1.0,8.0,YouTube,85.0,85.0,0.0,perfil1
Licenciatura,UFSCar,Assessor,e-commerce,1.0,1.0,1.0,5.0,Facebook,51.0,41.0,0.0,perfil2
MBA,UFRN,Gerente,Entretenimento,1.0,1.0,1.0,10.0,Outros,118.0,117.0,3.0,perfil1
Tecnólogo,Unesp,Outros,Eletrodomesticos,1.0,1.0,1.0,10.0,YouTube,118.0,95.0,1.0,perfil1
Especialização,Outros,Assessor,Siderurgica,1.0,1.0,1.0,4.0,Facebook,5.0,2.0,0.0,perfil6
Especialização,UFRJ,Assessor,Borracha,1.0,1.0,1.0,3.0,Mídia (revista/jornal/web),22.0,21.0,0.0,perfil2
MBA,UNIVERSIDADE CRUZEIRO DO SUL,Outros,Estado,1.0,1.0,1.0,4.0,Linkedin,1.0,1.0,0.0,perfil2
MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,SEM EXPERIÊNCIA,Eletroeletronicos,0.0,0.0,1.0,4.0,Mídia (revista/jornal/web),40.0,37.0,0.0,perfil2
MBA,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,Eletrodomesticos,0.0,0.0,1.0,5.0,YouTube,82.0,82.0,3.0,perfil1
Licenciatura,USP,Advogado,Outros,0.0,0.0,1.0,10.0,Linkedin,2.0,1.0,0.0,perfil6
MBA,UNIVERSIDADE NOVE DE JULHO,SEM EXPERIÊNCIA,Laminados,1.0,1.0,1.0,4.0,YouTube,8.0,6.0,0.0,perfil5
Especialização,Outros,Advogado,Borracha,0.0,0.0,1.0,5.0,Saint Paul,3.0,1.0,0.0,perfil6
Outros,Unesp,SEM EXPERIÊNCIA,Borracha,1.0,1.0,1.0,10.0,Facebook,4.0,1.0,0.0,perfil6
MBA,Outros,Analista,e-commerce,0.0,0.0,1.0,10.0,Outros,9.0,8.0,0.0,perfil5
MBA,UEPB,Analista,Oleo e Gas,0.0,0.0,1.0,5.0,Outros,24.0,23.0,0.0,perfil2
SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Sócio/Dono/Proprietário,Montadora,0.0,0.0,1.0,8.0,Instagram,25.0,15.0,0.0,perfil3
Bacharelado,UFF,Outros,Outros,1.0,1.0,1.0,7.0,Minha empresa - benefício LITpass,160.0,158.0,4.0,perfil2
Tecnólogo,UFRN,Engenheiro,Outros,1.0,1.0,1.0,2.0,Outros,6.0,4.0,0.0,perfil6
MBA,USP,Outros,servicos,1.0,1.0,1.0,2.0,Outros,43.0,39.0,0.0,perfil2
Bacharelado,UEPB,Outros,Eletroeletronicos,0.0,0.0,1.0,7.0,Outros,70.0,67.0,0.0,perfil2
Especialização,FATEC,Coordenador,Eletroeletronicos,0.0,0.0,1.0,9.0,YouTube,95.0,93.0,2.0,perfil1
SEM FORMAÇÃO,Unesp,Sócio/Dono/Proprietário,Eletroeletronicos,0.0,0.0,1.0,10.0,Mídia (revista/jornal/web),111.0,84.0,0.0,perfil2
Licenciatura,UNICAMP,Assessor,Montadora,1.0,1.0,1.0,9.0,YouTube,3.0,1.0,0.0,perfil2
Especialização,UNIVERSIDADE CRUZEIRO DO SUL,Gerente,Siderurgica,0.0,0.0,1.0,2.0,Google,19.0,17.0,0.0,perfil3
MBA,FATEC,Engenheiro,Siderurgica,0.0,0.0,1.0,2.0,Outros,10.0,8.0,0.0,perfil4
Bacharelado,UFSCar,Advogado,Laminados,1.0,1.0,1.0,9.0,Minha empresa - benefício LITpass,17.0,12.0,0.0,perfil6
MBA,Outros,Analista,Outros,1.0,1.0,1.0,2.0,Outros,7.0,5.0,0.0,perfil5
Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Sócio/Dono/Proprietário,Siderurgica,1.0,1.0,1.0,7.0,Minha empresa - benefício LITpass,10.0,6.0,0.0,perfil5
Outros,UEPB,SEM EXPERIÊNCIA,Eletrodomesticos,0.0,0.0,1.0,4.0,Saint Paul,93.0,87.0,0.0,perfil2
Outros,UEPB,Supervisor,e-commerce,0.0,0.0,1.0,2.0,Instagram,19.0,18.0,0.0,perfil3
Especialização,UFSCar,Outros,Eletrodomesticos,0.0,0.0,1.0,5.0,Outros,6.0,5.0,0.0,perfil5
Bacharelado,Universidade Metodista de Sao Paulo,Coordenador,Estado,1.0,1.0,1.0,5.0,Google,11.0,10.0,0.0,perfil4
MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista,Outros,1.0,1.0,1.0,8.0,Outros,84.0,39.0,1.0,perfil1
Outros,FACULDADE ANHANGUERA,Analista,Eletroeletronicos,1.0,1.0,1.0,8.0,Saint Paul,37.0,32.0,1.0,perfil1
Licenciatura,UFPE,Supervisor,Eletrodomesticos,0.0,0.0,1.0,8.0,YouTube,85.0,57.0,0.0,perfil2
Especialização,UNIVERSIDADE CRUZEIRO DO SUL,Analista Senior,Outros,0.0,0.0,1.0,9.0,Saint Paul,13.0,11.0,0.0,perfil4
Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Assessor,Borracha,0.0,0.0,1.0,3.0,Outros,39.0,38.0,3.0,perfil6
Licenciatura,Outros,Supervisor,Montadora,0.0,0.0,1.0,7.0,Instagram,268.0,187.0,1.0,perfil6
Outros,UFRJ,Assessor,Outros,0.0,0.0,1.0,7.0,Minha empresa - benefício LITpass,11.0,10.0,0.0,perfil4
Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Diretor,Laminados,1.0,1.0,1.0,5.0,Facebook,3.0,1.0,0.0,perfil6
Especialização,Outros,Advogado,Entretenimento,0.0,0.0,1.0,5.0,YouTube,4.0,1.0,1.0,perfil1
Bacharelado,UNIVERSIDADE PRESBITERIANA MACKENZIE,Outros,Borracha,0.0,0.0,1.0,9.0,Facebook,5.0,2.0,0.0,perfil6
Bacharelado,UFSCar,SEM EXPERIÊNCIA,Siderurgica,1.0,1.0,1.0,5.0,Linkedin,56.0,29.0,0.0,perfil6
Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Engenheiro,Outros,0.0,0.0,1.0,5.0,YouTube,8.0,4.0,0.0,perfil6
Bacharelado,Outros,Analista,servicos,0.0,0.0,1.0,4.0,Outros,40.0,39.0,0.0,perfil2
Outros,UEPB,Outros,Estado,0.0,0.0,1.0,10.0,Google,169.0,169.0,1.0,perfil1
Tecnólogo,UFF,Assessor,Outros,1.0,1.0,1.0,6.0,Outros,4.0,1.0,0.0,perfil6
MBA,Outros,Outros,servicos,0.0,0.0,1.0,7.0,Outros,42.0,39.0,0.0,perfil2
Licenciatura,UFSCar,Assessor,Laminados,0.0,0.0,1.0,5.0,Facebook,4.0,3.0,0.0,perfil3
Bacharelado,Unesp,Coordenador,Borracha,1.0,1.0,1.0,4.0,Outros,15.0,14.0,0.0,perfil4
Bacharelado,FATEC,Analista,Outros,1.0,1.0,1.0,6.0,Mídia (revista/jornal/web),99.0,99.0,2.0,perfil1
MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,Laminados,1.0,1.0,1.0,4.0,Minha empresa - benefício LITpass,3.0,2.0,0.0,perfil6
Licenciatura,USP,Diretor,Eletroeletronicos,1.0,1.0,1.0,8.0,Saint Paul,6.0,1.0,0.0,perfil3
MBA,UNICAMP,Outros,Entretenimento,0.0,0.0,1.0,4.0,Outros,18.0,11.0,0.0,perfil2
Bacharelado,Unesp,Outros,Outros,1.0,1.0,1.0,9.0,Outros,7.0,4.0,0.0,perfil6
Outros,FATEC,Outros,Eletroeletronicos,1.0,1.0,1.0,6.0,Instagram,3.0,1.0,0.0,perfil2
SEM FORMAÇÃO,Escola Paulista de Direito,Assessor,Estado,1.0,1.0,1.0,4.0,Outros,8.0,6.0,0.0,perfil1
Tecnólogo,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Sócio/Dono/Proprietário,Estado,1.0,1.0,1.0,10.0,Instagram,17.0,13.0,0.0,perfil4
Outros,UFSCar,Outros,Outros,0.0,0.0,1.0,4.0,Outros,2.0,1.0,0.0,perfil6
Tecnólogo,FATEC,Engenheiro,Entretenimento,1.0,1.0,1.0,2.0,Linkedin,3.0,1.0,0.0,perfil6
Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,SEM EXPERIÊNCIA,Entretenimento,0.0,0.0,1.0,4.0,Outros,5.0,3.0,0.0,perfil6
Tecnólogo,FACULDADE ANHANGUERA,Analista,servicos,0.0,0.0,1.0,10.0,Minha empresa - benefício LITpass,12.0,8.0,0.0,perfil5
Licenciatura,FGV-RJ,Outros,Estado,1.0,1.0,1.0,8.0,Instagram,20.0,15.0,0.0,perfil3
Tecnólogo,Escola Paulista de Direito,Advogado,Estado,1.0,1.0,1.0,3.0,Saint Paul,38.0,23.0,0.0,perfil2
Outros,UNIVERSIDADE NOVE DE JULHO,Coordenador,e-commerce,1.0,1.0,1.0,10.0,Outros,108.0,101.0,3.0,perfil1
Licenciatura,FACULDADE ANHANGUERA,Supervisor,Eletroeletronicos,0.0,0.0,1.0,6.0,Outros,3.0,1.0,0.0,perfil6
Outros,FATEC,Analista Senior,Outros,0.0,0.0,1.0,9.0,Minha empresa - benefício LITpass,65.0,61.0,0.0,perfil2
Especialização,UNIVERSIDADE NOVE DE JULHO,Assessor,Eletrodomesticos,0.0,0.0,1.0,5.0,YouTube,27.0,18.0,0.0,perfil3
MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Coordenador,Siderurgica,0.0,0.0,1.0,2.0,Facebook,89.0,89.0,3.0,perfil1
Bacharelado,Outros,SEM EXPERIÊNCIA,servicos,0.0,0.0,1.0,9.0,Instagram,3.0,1.0,0.0,perfil3
Tecnólogo,FATEC,Analista,servicos,0.0,0.0,1.0,3.0,Outros,118.0,101.0,4.0,perfil1
Licenciatura,USP,Sócio/Dono/Proprietário,Outros,0.0,0.0,1.0,5.0,Outros,82.0,82.0,3.0,perfil1
Bacharelado,Escola Paulista de Direito,Analista Senior,Outros,0.0,0.0,1.0,5.0,Minha empresa - benefício LITpass,7.0,4.0,0.0,perfil6
SEM FORMAÇÃO,FGV-RJ,Outros,e-commerce,1.0,1.0,1.0,8.0,YouTube,27.0,27.0,1.0,perfil1
Tecnólogo,UNIVERSIDADE NOVE DE JULHO,Assessor,Eletroeletronicos,1.0,1.0,1.0,6.0,Facebook,13.0,11.0,0.0,perfil4
MBA,UFRN,Sócio/Dono/Proprietário,Eletrodomesticos,1.0,1.0,1.0,5.0,Saint Paul,3.0,2.0,0.0,perfil6
